23259
21-143	Abramów
85-038	Bydgoszcz
85-039	Bydgoszcz
85-040	Bydgoszcz
85-041	Bydgoszcz
85-042	Bydgoszcz
85-043	Bydgoszcz
85-044	Bydgoszcz
85-045	Bydgoszcz
85-046	Bydgoszcz
85-047	Bydgoszcz
85-048	Bydgoszcz
85-049	Bydgoszcz
85-050	Bydgoszcz
85-051	Bydgoszcz
85-052	Bydgoszcz
85-053	Bydgoszcz
85-054	Bydgoszcz
85-055	Bydgoszcz
85-056	Bydgoszcz
85-057	Bydgoszcz
85-058	Bydgoszcz
85-059	Bydgoszcz
85-060	Bydgoszcz
85-061	Bydgoszcz
85-062	Bydgoszcz
85-063	Bydgoszcz
85-064	Bydgoszcz
85-065	Bydgoszcz
85-066	Bydgoszcz
85-067	Bydgoszcz
85-068	Bydgoszcz
85-069	Bydgoszcz
85-070	Bydgoszcz
85-071	Bydgoszcz
85-072	Bydgoszcz
85-073	Bydgoszcz
85-074	Bydgoszcz
85-075	Bydgoszcz
85-076	Bydgoszcz
85-077	Bydgoszcz
85-078	Bydgoszcz
85-079	Bydgoszcz
85-080	Bydgoszcz
85-081	Bydgoszcz
85-082	Bydgoszcz
85-083	Bydgoszcz
85-084	Bydgoszcz
85-085	Bydgoszcz
85-086	Bydgoszcz
85-087	Bydgoszcz
85-088	Bydgoszcz
85-089	Bydgoszcz
85-091	Bydgoszcz
85-092	Bydgoszcz
85-093	Bydgoszcz
85-094	Bydgoszcz
85-095	Bydgoszcz
85-096	Bydgoszcz
85-097	Bydgoszcz
85-098	Bydgoszcz
85-099	Bydgoszcz
85-100	Bydgoszcz
85-101	Bydgoszcz
85-102	Bydgoszcz
85-103	Bydgoszcz
85-104	Bydgoszcz
85-105	Bydgoszcz
85-106	Bydgoszcz
85-108	Bydgoszcz
85-109	Bydgoszcz
85-110	Bydgoszcz
85-111	Bydgoszcz
85-112	Bydgoszcz
85-113	Bydgoszcz
85-114	Bydgoszcz
85-115	Bydgoszcz
85-116	Bydgoszcz
85-117	Bydgoszcz
85-118	Bydgoszcz
85-119	Bydgoszcz
85-120	Bydgoszcz
85-121	Bydgoszcz
85-122	Bydgoszcz
85-123	Bydgoszcz
85-124	Bydgoszcz
85-125	Bydgoszcz
85-126	Bydgoszcz
85-127	Bydgoszcz
85-128	Bydgoszcz
85-129	Bydgoszcz
85-130	Bydgoszcz
85-131	Bydgoszcz
85-132	Bydgoszcz
85-133	Bydgoszcz
85-134	Bydgoszcz
85-135	Bydgoszcz
85-136	Bydgoszcz
85-137	Bydgoszcz
85-138	Bydgoszcz
85-139	Bydgoszcz
85-140	Bydgoszcz
85-141	Bydgoszcz
85-142	Bydgoszcz
85-143	Bydgoszcz
85-144	Bydgoszcz
85-145	Bydgoszcz
85-146	Bydgoszcz
85-147	Bydgoszcz
85-148	Bydgoszcz
85-149	Bydgoszcz
85-150	Bydgoszcz
85-151	Bydgoszcz
85-152	Bydgoszcz
85-153	Bydgoszcz
85-154	Bydgoszcz
85-155	Bydgoszcz
85-156	Bydgoszcz
85-157	Bydgoszcz
85-158	Bydgoszcz
85-159	Bydgoszcz
85-160	Bydgoszcz
85-161	Bydgoszcz
85-162	Bydgoszcz
85-163	Bydgoszcz
85-164	Bydgoszcz
85-165	Bydgoszcz
85-166	Bydgoszcz
85-167	Bydgoszcz
85-168	Bydgoszcz
85-169	Bydgoszcz
85-170	Bydgoszcz
85-171	Bydgoszcz
85-172	Bydgoszcz
85-174	Bydgoszcz
85-176	Bydgoszcz
85-177	Bydgoszcz
85-178	Bydgoszcz
85-179	Bydgoszcz
85-181	Bydgoszcz
85-182	Bydgoszcz
85-183	Bydgoszcz
85-184	Bydgoszcz
85-185	Bydgoszcz
85-186	Bydgoszcz
85-188	Bydgoszcz
85-189	Bydgoszcz
85-195	Bydgoszcz
85-200	Bydgoszcz
85-201	Bydgoszcz
85-202	Bydgoszcz
85-203	Bydgoszcz
85-204	Bydgoszcz
85-205	Bydgoszcz
85-206	Bydgoszcz
85-207	Bydgoszcz
85-208	Bydgoszcz
85-209	Bydgoszcz
85-210	Bydgoszcz
85-211	Bydgoszcz
85-212	Bydgoszcz
85-213	Bydgoszcz
85-214	Bydgoszcz
85-215	Bydgoszcz
85-216	Bydgoszcz
85-217	Bydgoszcz
85-218	Bydgoszcz
85-219	Bydgoszcz
85-221	Bydgoszcz
85-222	Bydgoszcz
85-223	Bydgoszcz
85-224	Bydgoszcz
85-225	Bydgoszcz
85-226	Bydgoszcz
85-227	Bydgoszcz
85-228	Bydgoszcz
85-229	Bydgoszcz
85-230	Bydgoszcz
85-231	Bydgoszcz
85-232	Bydgoszcz
85-233	Bydgoszcz
85-234	Bydgoszcz
85-235	Bydgoszcz
85-236	Bydgoszcz
85-237	Bydgoszcz
85-238	Bydgoszcz
85-239	Bydgoszcz
85-240	Bydgoszcz
85-241	Bydgoszcz
85-300	Bydgoszcz
85-301	Bydgoszcz
85-302	Bydgoszcz
85-303	Bydgoszcz
85-304	Bydgoszcz
85-305	Bydgoszcz
85-306	Bydgoszcz
85-307	Bydgoszcz
85-308	Bydgoszcz
85-309	Bydgoszcz
85-310	Bydgoszcz
85-311	Bydgoszcz
85-312	Bydgoszcz
85-313	Bydgoszcz
85-314	Bydgoszcz
85-315	Bydgoszcz
85-316	Bydgoszcz
85-317	Bydgoszcz
85-318	Bydgoszcz
85-319	Bydgoszcz
85-320	Bydgoszcz
85-321	Bydgoszcz
85-322	Bydgoszcz
85-323	Bydgoszcz
85-324	Bydgoszcz
85-325	Bydgoszcz
85-326	Bydgoszcz
85-327	Bydgoszcz
85-328	Bydgoszcz
85-329	Bydgoszcz
85-330	Bydgoszcz
85-331	Bydgoszcz
85-332	Bydgoszcz
85-333	Bydgoszcz
85-334	Bydgoszcz
85-335	Bydgoszcz
85-336	Bydgoszcz
85-337	Bydgoszcz
85-338	Bydgoszcz
85-339	Bydgoszcz
85-340	Bydgoszcz
85-341	Bydgoszcz
85-342	Bydgoszcz
85-343	Bydgoszcz
85-344	Bydgoszcz
85-345	Bydgoszcz
85-346	Bydgoszcz
85-347	Bydgoszcz
85-348	Bydgoszcz
85-349	Bydgoszcz
85-350	Bydgoszcz
85-351	Bydgoszcz
85-352	Bydgoszcz
85-353	Bydgoszcz
85-354	Bydgoszcz
85-355	Bydgoszcz
85-356	Bydgoszcz
85-357	Bydgoszcz
85-358	Bydgoszcz
85-359	Bydgoszcz
85-360	Bydgoszcz
85-361	Bydgoszcz
85-362	Bydgoszcz
85-363	Bydgoszcz
85-364	Bydgoszcz
85-365	Bydgoszcz
85-366	Bydgoszcz
85-367	Bydgoszcz
85-368	Bydgoszcz
85-369	Bydgoszcz
85-370	Bydgoszcz
85-371	Bydgoszcz
85-372	Bydgoszcz
85-373	Bydgoszcz
85-374	Bydgoszcz
85-375	Bydgoszcz
85-376	Bydgoszcz
85-378	Bydgoszcz
85-379	Bydgoszcz
85-380	Bydgoszcz
85-381	Bydgoszcz
85-382	Bydgoszcz
85-383	Bydgoszcz
85-384	Bydgoszcz
85-385	Bydgoszcz
85-386	Bydgoszcz
85-387	Bydgoszcz
85-388	Bydgoszcz
85-389	Bydgoszcz
85-390	Bydgoszcz
85-391	Bydgoszcz
85-392	Bydgoszcz
85-395	Bydgoszcz
85-401	Bydgoszcz
85-402	Bydgoszcz
85-403	Bydgoszcz
85-404	Bydgoszcz
85-405	Bydgoszcz
85-406	Bydgoszcz
85-407	Bydgoszcz
85-408	Bydgoszcz
85-409	Bydgoszcz
85-410	Bydgoszcz
85-411	Bydgoszcz
85-412	Bydgoszcz
85-413	Bydgoszcz
85-414	Bydgoszcz
85-415	Bydgoszcz
85-416	Bydgoszcz
85-417	Bydgoszcz
85-418	Bydgoszcz
85-419	Bydgoszcz
85-420	Bydgoszcz
85-421	Bydgoszcz
85-422	Bydgoszcz
85-423	Bydgoszcz
85-424	Bydgoszcz
85-425	Bydgoszcz
85-426	Bydgoszcz
85-427	Bydgoszcz
85-428	Bydgoszcz
85-429	Bydgoszcz
85-430	Bydgoszcz
85-431	Bydgoszcz
85-432	Bydgoszcz
85-433	Bydgoszcz
85-434	Bydgoszcz
85-435	Bydgoszcz
85-436	Bydgoszcz
85-437	Bydgoszcz
85-438	Bydgoszcz
85-439	Bydgoszcz
85-440	Bydgoszcz
85-441	Bydgoszcz
85-444	Bydgoszcz
85-445	Bydgoszcz
85-446	Bydgoszcz
85-447	Bydgoszcz
85-448	Bydgoszcz
85-449	Bydgoszcz
85-450	Bydgoszcz
85-451	Bydgoszcz
85-452	Bydgoszcz
85-453	Bydgoszcz
85-454	Bydgoszcz
85-455	Bydgoszcz
85-456	Bydgoszcz
85-457	Bydgoszcz
85-458	Bydgoszcz
85-459	Bydgoszcz
85-460	Bydgoszcz
85-461	Bydgoszcz
85-462	Bydgoszcz
85-463	Bydgoszcz
85-464	Bydgoszcz
85-465	Bydgoszcz
85-466	Bydgoszcz
85-467	Bydgoszcz
85-468	Bydgoszcz
85-469	Bydgoszcz
85-470	Bydgoszcz
85-471	Bydgoszcz
85-472	Bydgoszcz
85-473	Bydgoszcz
85-474	Bydgoszcz
85-475	Bydgoszcz
85-476	Bydgoszcz
85-477	Bydgoszcz
85-478	Bydgoszcz
85-479	Bydgoszcz
85-480	Bydgoszcz
85-481	Bydgoszcz
85-482	Bydgoszcz
85-483	Bydgoszcz
85-485	Bydgoszcz
85-501	Bydgoszcz
85-502	Bydgoszcz
85-503	Bydgoszcz
85-504	Bydgoszcz
85-505	Bydgoszcz
85-506	Bydgoszcz
85-507	Bydgoszcz
85-508	Bydgoszcz
85-509	Bydgoszcz
85-510	Bydgoszcz
85-511	Bydgoszcz
85-513	Bydgoszcz
85-514	Bydgoszcz
85-515	Bydgoszcz
85-516	Bydgoszcz
85-517	Bydgoszcz
85-518	Bydgoszcz
85-519	Bydgoszcz
85-520	Bydgoszcz
85-521	Bydgoszcz
85-522	Bydgoszcz
85-523	Bydgoszcz
85-524	Bydgoszcz
85-525	Bydgoszcz
85-526	Bydgoszcz
85-527	Bydgoszcz
85-528	Bydgoszcz
85-529	Bydgoszcz
85-530	Bydgoszcz
85-531	Bydgoszcz
85-532	Bydgoszcz
85-533	Bydgoszcz
85-534	Bydgoszcz
85-535	Bydgoszcz
85-536	Bydgoszcz
85-537	Bydgoszcz
85-539	Bydgoszcz
85-540	Bydgoszcz
85-541	Bydgoszcz
85-542	Bydgoszcz
85-543	Bydgoszcz
85-544	Bydgoszcz
85-545	Bydgoszcz
85-546	Bydgoszcz
85-547	Bydgoszcz
85-548	Bydgoszcz
85-549	Bydgoszcz
85-550	Bydgoszcz
85-551	Bydgoszcz
85-552	Bydgoszcz
85-553	Bydgoszcz
85-554	Bydgoszcz
85-555	Bydgoszcz
85-556	Bydgoszcz
85-557	Bydgoszcz
85-558	Bydgoszcz
85-560	Bydgoszcz
85-561	Bydgoszcz
85-562	Bydgoszcz
85-563	Bydgoszcz
85-564	Bydgoszcz
85-565	Bydgoszcz
85-566	Bydgoszcz
85-567	Bydgoszcz
85-568	Bydgoszcz
85-569	Bydgoszcz
85-570	Bydgoszcz
85-601	Bydgoszcz
85-602	Bydgoszcz
85-603	Bydgoszcz
85-604	Bydgoszcz
85-605	Bydgoszcz
85-606	Bydgoszcz
85-609	Bydgoszcz
85-613	Bydgoszcz
85-614	Bydgoszcz
85-615	Bydgoszcz
85-616	Bydgoszcz
85-617	Bydgoszcz
85-620	Bydgoszcz
85-621	Bydgoszcz
85-622	Bydgoszcz
85-624	Bydgoszcz
85-625	Bydgoszcz
85-626	Bydgoszcz
85-627	Bydgoszcz
85-628	Bydgoszcz
85-630	Bydgoszcz
85-631	Bydgoszcz
85-632	Bydgoszcz
85-634	Bydgoszcz
85-635	Bydgoszcz
85-636	Bydgoszcz
85-637	Bydgoszcz
85-638	Bydgoszcz
85-640	Bydgoszcz
85-641	Bydgoszcz
85-642	Bydgoszcz
85-643	Bydgoszcz
85-644	Bydgoszcz
85-645	Bydgoszcz
85-646	Bydgoszcz
85-647	Bydgoszcz
85-650	Bydgoszcz
85-651	Bydgoszcz
85-652	Bydgoszcz
85-654	Bydgoszcz
85-655	Bydgoszcz
85-656	Bydgoszcz
85-657	Bydgoszcz
85-658	Bydgoszcz
85-659	Bydgoszcz
85-660	Bydgoszcz
85-661	Bydgoszcz
85-664	Bydgoszcz
85-665	Bydgoszcz
85-666	Bydgoszcz
85-667	Bydgoszcz
85-668	Bydgoszcz
85-669	Bydgoszcz
85-670	Bydgoszcz
85-671	Bydgoszcz
85-674	Bydgoszcz
85-675	Bydgoszcz
85-676	Bydgoszcz
85-677	Bydgoszcz
85-680	Bydgoszcz
85-681	Bydgoszcz
85-684	Bydgoszcz
85-685	Bydgoszcz
85-686	Bydgoszcz
85-687	Bydgoszcz
85-689	Bydgoszcz
85-700	Bydgoszcz
85-701	Bydgoszcz
85-703	Bydgoszcz
85-704	Bydgoszcz
85-706	Bydgoszcz
85-707	Bydgoszcz
85-708	Bydgoszcz
85-709	Bydgoszcz
85-710	Bydgoszcz
85-711	Bydgoszcz
85-712	Bydgoszcz
85-714	Bydgoszcz
85-715	Bydgoszcz
85-717	Bydgoszcz
85-719	Bydgoszcz
85-720	Bydgoszcz
85-721	Bydgoszcz
85-722	Bydgoszcz
85-723	Bydgoszcz
85-724	Bydgoszcz
85-726	Bydgoszcz
85-727	Bydgoszcz
85-728	Bydgoszcz
85-729	Bydgoszcz
85-730	Bydgoszcz
85-731	Bydgoszcz
85-733	Bydgoszcz
85-734	Bydgoszcz
85-735	Bydgoszcz
85-736	Bydgoszcz
85-737	Bydgoszcz
85-738	Bydgoszcz
85-739	Bydgoszcz
85-740	Bydgoszcz
85-741	Bydgoszcz
85-742	Bydgoszcz
85-743	Bydgoszcz
85-744	Bydgoszcz
85-745	Bydgoszcz
85-746	Bydgoszcz
85-748	Bydgoszcz
85-749	Bydgoszcz
85-750	Bydgoszcz
85-751	Bydgoszcz
85-752	Bydgoszcz
85-753	Bydgoszcz
85-754	Bydgoszcz
85-755	Bydgoszcz
85-756	Bydgoszcz
85-757	Bydgoszcz
85-758	Bydgoszcz
85-759	Bydgoszcz
85-762	Bydgoszcz
85-764	Bydgoszcz
85-765	Bydgoszcz
85-766	Bydgoszcz
85-767	Bydgoszcz
85-768	Bydgoszcz
85-769	Bydgoszcz
85-770	Bydgoszcz
85-771	Bydgoszcz
85-772	Bydgoszcz
85-773	Bydgoszcz
85-774	Bydgoszcz
85-775	Bydgoszcz
85-776	Bydgoszcz
85-777	Bydgoszcz
85-780	Bydgoszcz
85-782	Bydgoszcz
85-788	Bydgoszcz
85-790	Bydgoszcz
85-791	Bydgoszcz
85-792	Bydgoszcz
85-793	Bydgoszcz
85-794	Bydgoszcz
85-795	Bydgoszcz
85-796	Bydgoszcz
85-797	Bydgoszcz
85-798	Bydgoszcz
85-799	Bydgoszcz
85-800	Bydgoszcz
85-801	Bydgoszcz
85-802	Bydgoszcz
85-803	Bydgoszcz
85-804	Bydgoszcz
85-805	Bydgoszcz
85-806	Bydgoszcz
85-807	Bydgoszcz
85-808	Bydgoszcz
85-809	Bydgoszcz
85-810	Bydgoszcz
85-811	Bydgoszcz
85-812	Bydgoszcz
85-813	Bydgoszcz
85-814	Bydgoszcz
85-815	Bydgoszcz
85-816	Bydgoszcz
85-817	Bydgoszcz
85-818	Bydgoszcz
85-819	Bydgoszcz
85-820	Bydgoszcz
85-821	Bydgoszcz
85-822	Bydgoszcz
85-823	Bydgoszcz
85-824	Bydgoszcz
85-825	Bydgoszcz
85-826	Bydgoszcz
85-827	Bydgoszcz
85-828	Bydgoszcz
85-829	Bydgoszcz
85-830	Bydgoszcz
85-831	Bydgoszcz
85-832	Bydgoszcz
85-833	Bydgoszcz
85-834	Bydgoszcz
85-835	Bydgoszcz
85-836	Bydgoszcz
85-837	Bydgoszcz
85-838	Bydgoszcz
85-839	Bydgoszcz
85-840	Bydgoszcz
85-841	Bydgoszcz
85-843	Bydgoszcz
85-844	Bydgoszcz
85-845	Bydgoszcz
85-846	Bydgoszcz
85-847	Bydgoszcz
85-849	Bydgoszcz
85-850	Bydgoszcz
85-851	Bydgoszcz
85-852	Bydgoszcz
85-853	Bydgoszcz
85-854	Bydgoszcz
85-855	Bydgoszcz
85-856	Bydgoszcz
85-857	Bydgoszcz
85-858	Bydgoszcz
85-859	Bydgoszcz
85-860	Bydgoszcz
85-861	Bydgoszcz
85-862	Bydgoszcz
85-863	Bydgoszcz
85-864	Bydgoszcz
85-865	Bydgoszcz
85-866	Bydgoszcz
85-867	Bydgoszcz
85-869	Bydgoszcz
85-870	Bydgoszcz
85-871	Bydgoszcz
85-872	Bydgoszcz
85-873	Bydgoszcz
85-874	Bydgoszcz
85-875	Bydgoszcz
85-876	Bydgoszcz
85-877	Bydgoszcz
85-879	Bydgoszcz
85-880	Bydgoszcz
85-881	Bydgoszcz
85-882	Bydgoszcz
85-883	Bydgoszcz
85-884	Bydgoszcz
85-885	Bydgoszcz
85-886	Bydgoszcz
85-888	Bydgoszcz
85-889	Bydgoszcz
85-890	Bydgoszcz
85-891	Bydgoszcz
85-892	Bydgoszcz
85-893	Bydgoszcz
85-894	Bydgoszcz
85-900	Bydgoszcz
85-915	Bydgoszcz
85-940	Bydgoszcz
85-950	Bydgoszcz
85-953	Bydgoszcz
85-956	Bydgoszcz
85-957	Bydgoszcz
85-959	Bydgoszcz
85-961	Bydgoszcz
85-962	Bydgoszcz
85-980	Bydgoszcz
38-317	Bystra k. Gorlic
34-382	Bystra k. Wêgierskiej Górki
43-360	Bystra Œl¹ska
57-500	Bystrzyca K³odzka
57-501	Bystrzyca K³odzka
64-810	Byszewice
14-260	Byszwa³d
89-510	Bys³aw
66-630	Bytnica
41-900	Bytom
41-906	Bytom
41-907	Bytom
41-908	Bytom
41-909	Bytom
41-910	Bytom
41-914	Bytom
41-915	Bytom
41-916	Bytom
41-923	Bytom
41-925	Bytom
41-926	Bytom
41-927	Bytom
41-933	Bytom
41-935	Bytom
41-936	Bytom
67-115	Bytom Odrzañski
88-231	Bytoñ k. Radziejowa
64-542	Bytyñ k. Rokietnicy
77-100	Bytów
77-101	Bytów
63-805	B¹czylas
89-320	B¹decz
87-704	B¹dkowo
46-233	B¹ków
73-261	Bêdargowo
97-319	Bêdków
39-127	Bêdziemyœl
42-500	Bêdzin
42-260	Bêdzin
42-504	Bêdzin
42-505	Bêdzin
42-506	Bêdzin
42-519	Bêdzin
76-037	Bêdzino
98-235	B³aszki
36-030	B³a¿owa Rzeszowska
26-342	B³ogie Rz¹dowe
05-870	B³onie
47-134	B³otnica Strzelecka
83-221	B³êdno
06-141	B³êdostowo
36-017	B³êdowa Tyczyñska
05-620	B³êdów
83-020	Cedry Wielkie
74-520	Cedynia
05-319	Ceg³ów
89-511	Cekcyn
62-834	Ceków
05-430	Celestynów
08-322	Ceranów
72-342	Cerkwica
84-312	Cewice
97-421	Chabielice
34-720	Chabówka
87-606	Chalin
87-515	Charszewo
32-250	Charsznica k. Miechowa
89-606	Charzykowy
78-122	Charzyno
47-460	Cha³upki
26-720	Chech³y
22-100	Che³m
22-101	Che³m
22-102	Che³m
22-103	Che³m
22-104	Che³m
22-109	Che³m
22-116	Che³m
22-118	Che³m
41-403	Che³m Œl¹ski
88-121	Che³mce k. Inowroc³awia
32-660	Che³mek
67-108	Che³mek
33-395	Che³miec
86-200	Che³mno
86-202	Che³mno
86-203	Che³mno
62-663	Che³mno k. Ko³a
87-140	Che³m¿a
64-734	Che³st
78-523	Chlebowo
29-131	Chlewice k. W³oszczowej
26-510	Chlewiska
62-001	Chludowo
42-270	Chmielarze
64-310	Chmielinko
26-020	Chmielnik
36-016	Chmielnik Rzeszowski
24-202	Chmielnik k. Be³¿yc
83-333	Chmielno
39-442	Chmielów
59-340	Chobienia
64-214 	Chobienice
27-647	Chobrzany
87-850	Choceñ
34-513	Chocho³ów
46-270	Chocianowice k. Olesna
59-145	Chocianowiec
59-140	Chocianów
59-141	Chocianów
62-300	Chocicza
62-300	Chociczka
09-146	Chociszewo
73-120	Chociwel
63-313	Chocz
84-210	Choczewo
34-123	Chocznia
87-860	Chodecz
24-350	Chodel
64-800	Chodzie¿
62-652	Chodów
74-500	Chojna Szczeciñska
89-600	Chojnice
89-604	Chojnice
89-620	Chojnice
62-862	Chojno
64-513	Chojno Pilskie
63-921	Chojno Poznañskie
59-225	Chojnów
59-224	Chojnów
89-204	Chomêtowo
38-458	Chorkówka
16-070	Choroszcz
42-360	Choroñ
06-330	Chorzele
06-,330	Chorzele
39-331	Chorzelów
42-270	Chorzenie
41-500	Chorzów
41-503	Chorzów
41-506	Chorzów
41-507	Chorzów
41-512	Chorzów
41-513	Chorzów
41-515	Chorzów
41-516	Chorzów
41-530	Chorzów
73-200	Choszczno
73-201	Choszczno
27-312	Chotcza-Józefów
05-123	Chotomów
06-453	Chotum
64-316	Chraplewo
32-500	Chrzanów
32-501	Chrzanów
32-502	Chrzanów
32-503	Chrzanów
23-305	Chrzanów k. Janowa Lubelskiego
64-412	Chrzypsko Wielkie
55-001	Chrz¹stawa Wielka
46-053	Chrz¹stowice
46-080	Chróœcice
49-345	Chróœcina
46-073	Chróœcina Opolska
46-275	Chudoba
22-107	Chutcze
80-209	Chwaszczyno
63-133	Chwa³kowo Koœcielne
43-520	Chybie
05-650	Chynów k. Grójca
34-481	Chy¿ne k. Nowego Targu
99-413	Ch¹œno
26-060	Chêciny
37-561	Ch³opice
09-422	Ciachcin
42-793	Ciasna
34-407	Ciche k. Czarnego Dunajca
18-230	Ciechanowiec
06-400	Ciechanów
06-401	Ciechanów
06-402	Ciechanów
87-408	Ciechocin
87-720	Ciechocinek
83-207	Ciecholewy
21-003	Ciecierzyn
83-260	Cieciorka (Dunajki)
38-222	Cieklin
05-192	Cieksyn k. Nasielska
86-062	Ciele
96-214	Ciel¹dz K. Rawy Mazowieckiej
78-523	Cieminko
66-615	Ciemnice
06-421	Ciemniewko
27-310	Ciepielów
67-100	Ciepielów
37-535	Cieplice k. Jaros³awia
57-211	Ciep³owody
87-165	Cierpice
77-312	Cierznie
37-611	Cieszanów
56-330	Cieszków
43-404	Cieszyn
43-400	Cieszyn
43-403	Cieszyn
67-411	Ciosaniec
47-253	Cisek
38-607	Cisna
67-120	Cisów
62-406	Ci¹¿eñ
33-190	Ciê¿kowice k. Tarnowa
36-105	Cmolas
69-108	Cybinka
74-404	Cychry
21-070	Cyców
42-231	Cykarzew
63-800	Czachorowo (Poraj)
63-524	Czajków
62-812	Czajków
43-354	Czaniec
78-550	Czaplinek
16-020	Czarna Bia³ostocka
77-116	Czarna D¹brówka
83-047	Czarna Huta
39-123	Czarna Sêdziszowska
83-262	Czarna Woda
38-710	Czarna k. Ustrzyk Dolnych
37-125	Czarna k. £añcuta
77-330	Czarne K. Szczecinka
87-510	Czarnia Du¿a
87-510	Czarnia Ma³a
07-431	Czarnia k. Myszyñca
64-700	Czarnków
97-318	Czarnocin
28-506	Czarnocin Piñczowski
72-121	Czarnog³owy
26-720	Czarnolas
26-908	Czarnolas k. Kozienic
46-020	Czarnow¹sy
98-310	Czarno¿y³y
58-379	Czarny Bór
34-470	Czarny Dunajec
83-213	Czarnylas
86-071	Czar¿e
98-410	Czastary
67-106	Czas³aw
32-860	Czchów
67-120	Czciradz
43-502	Czechowice Dziedzice
43-500	Czechowice Dziedzice
43-503	Czechowice Dziedzice
44-137	Czekanów k. Gliwic
41-250	CzeladŸ
41-253	CzeladŸ
41-254	CzeladŸ
21-306	Czemierniki
64-020	Czempiñ
17-240	Czeremcha
14-260	Czerlin
63-304	Czermin K.Pleszewa
39-304	Czermin k. Mielca
63-304	Czermin k. Pleszewa
38-245	Czermna k. Jas³a
32-063	Czerna
44-282	Czernica k. Rybnika
55-003	Czernica k. Wroc³awia
06-415	Czernice Borowe
32-070	Czernichów
34-311	Czernichów k. ¯ywca
62-250	Czerniejewo
87-830	Czerniewice
97-216	Czerniewice K. Rawy
87-640	Czernikowo
78-112	Czernin k. Ko³obrzegu
89-650	Czersk
66-016	Czerwieñsk Odrzañski
07-407	Czerwin
44-230	Czerwionka Leszczyny
44-238	Czerwionka Leszczyny
83-230	Czerwiñsk
09-150	Czerwiñsk n. Wis³¹
62-004	Czerwonak
07-112	Czerwonka Liwska
06-232	Czerwonka k. Makowa Maz.
62-121	Czeszewo
05-152	Czosnów
38-120	Czudec
87-515	Czumsk Du¿y
87-515	Czumsk Ma³y
08-142	Czury³y
22-106	Czu³czyce
22-107	Czu³czyce
17-207	Czy¿e
18-220	Czy¿ew
44-352	Czy¿owice
42-200	Czêstochowa
42-202	Czêstochowa
42-203	Czêstochowa
42-205	Czêstochowa
42-207	Czêstochowa
42-208	Czêstochowa
42-209	Czêstochowa
42-210	Czêstochowa
42-211	Czêstochowa
42-213	Czêstochowa
42-214	Czêstochowa
42-215	Czêstochowa
42-216	Czêstochowa
42-217	Czêstochowa
42-218	Czêstochowa
42-219	Czêstochowa
42-221	Czêstochowa
42-224	Czêstochowa
42-225	Czêstochowa
42-226	Czêstochowa
42-227	Czêstochowa
42-228	Czêstochowa
42-229	Czêstochowa
42-271	Czêstochowa
42-280	Czêstochowa
83-047	Czêstocin
78-630	Cz³opa
77-302	Cz³uchów
77-300	Cz³uchów
77-301	Cz³uchów
41-300	Dabrowa Górnicza
07-211	Dalekie
26-021	Daleszyce
63-105	Dalewo
99-205	Dalików
83-209	Damaszka
62-110	Damas³awek
76-231	Damnica
62-862	Daniel
43-331	Dankowice
76-150	Dar³owo
76-153	Dar³owo
99-107	Daszyna
05-090	Dawidy
05-090	Dawidy Bankowe
77-310	Debrzno
77-311	Debrzno
83-209	Demlin
66-446	Deszczno
95-061	Dmosin
84-110	Dmuchowo
32-410	Dobczyce
66-520	Dobiegniew
42-584	Dobieszowice
72-210	Dobra K. Nowogardu
62-730	Dobra K. Turku
34-642	Dobra k. Limanowej
72-003	Dobra k. Szczecina
95-009	Dobra k. £odzi
86-022	Dobrcz
87-522	Dobre
88-210	Dobre Kujawskie
11-040	Dobre Miasto
05-307	Dobre k. Miñska Maz.
46-380	Dobrodzieñ
58-170	Dobromierz
29-121	Dobromierz k. W³oszczowej
56-410	Dobroszyce K. Oleœnicy Œl¹skiej
95-082	Dobroñ
97-505	Dobryszyce
73-130	Dobrzany
87-123	Dobrzejewice
46-081	Dobrzeñ Wielki
56-425	Dobrzeñ k. Oleœnicy Œl¹skiej
63-330	Dobrzyca
09-522	Dobrzyków
16-002	Dobrzyniewo Koœcielne
13-100	Dobrzyñ
87-610	Dobrzyñ N. Wis³¹
62-812	Dojutrów
73-115	Dolice
63-140	Dolsk
08-113	Domanice
99-434	Domaniewice
55-216	Domaniów
36-230	Domaradz
57-522	Domaszków
46-146	Domaszowice
46-064	Domecko
63-012	Dominowo
62-070	Dopiewo
22-175	Dorohusk
63-505	Doruchów
22-540	Do³hobyczów
72-002	Do³uje
86-134	Dragacz
64-772	Drawiny
73-220	Drawno
64-731	Drawski M³yn
78-500	Drawsko Pomorskie
64-733	Drawsko k. Czarnkowa
21-570	Drelów
77-203	Dretyñ
82-113	Drewnica
66-530	Drezdenko
09-210	Drobin
43-424	Drogomyœl
17-312	Drohiczyn N. Bugiem
37-753	Drohobyczka
97-403	Dru¿bice
05-651	Drwalew k. Grójca
67-120	Drwalewice
32-709	Drwinia
13-200	Drzazgi
26-340	Drzewica
78-421	Drzonowo
78-133	Drzonowo k. Ko³obrzegu
86-140	Drzycim
06-214	Dr¹¿d¿ewo
19-504	Dubeninki
17-204	Dubicze Cerkiewne
37-750	Dubiecko
22-145	Dubienka
17-211	Dubiny k. Hajnówki
38-450	Dukla
09-505	Duninów
64-550	Duszniki Wielkopolskie
57-340	Duszniki Zdrój
